"filename", "language", "TypeScript", "XML", "HTML", "JavaScript", "SCSS", "CSS", "JSON", "JSON with Comments", "Markdown", "comment", "blank", "total"
"/Users/emirhaneyidogan/Projeler/unilocked-website/src/app/site/discovery-catalog/catalog-cards/job-card/job-card.component.scss", "SCSS", 0, 0, 0, 0, 223, 0, 0, 0, 0, 0, 27, 250
"/Users/emirhaneyidogan/Projeler/unilocked-website/src/app/site/discovery-catalog/catalog-cards/job-card/job-card.component.spec.ts", "TypeScript", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 24
"/Users/emirhaneyidogan/Projeler/unilocked-website/src/app/site/discovery-catalog/catalog-cards/job-card/job-card.component.ts", "TypeScript", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11
"/Users/emirhaneyidogan/Projeler/unilocked-website/src/app/site/discovery-catalog/catalog-cards/person-card/person-card.component.html", "HTML", 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 3, 51
"/Users/emirhaneyidogan/Projeler/unilocked-website/src/app/site/discovery-catalog/catalog-cards/person-card/person-card.component.scss", "SCSS", 0, 0, 0, 0, 210, 0, 0, 0, 0, 0, 24, 234
"/Users/emirhaneyidogan/Projeler/unilocked-website/src/app/site/discovery-catalog/catalog-cards/person-card/person-card.component.spec.ts", "TypeScript", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 24
"/Users/emirhaneyidogan/Projeler/unilocked-website/src/app/site/discovery-catalog/catalog-cards/person-card/person-card.component.ts", "TypeScript", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11
"/Users/emirhaneyidogan/Projeler/unilocked-website/src/app/site/discovery-catalog/catalog-cards/project-post-card/project-post-card.component.html", "HTML", 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 2, 48
"/Users/emirhaneyidogan/Projeler/unilocked-website/src/app/site/discovery-catalog/catalog-cards/project-post-card/project-post-card.component.scss", "SCSS", 0, 0, 0, 0, 266, 0, 0, 0, 0, 0, 33, 299
"/Users/emirhaneyidogan/Projeler/unilocked-website/src/app/site/discovery-catalog/catalog-cards/project-post-card/project-post-card.component.spec.ts", "TypeScript", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 24
"/Users/emirhaneyidogan/Projeler/unilocked-website/src/app/site/discovery-catalog/catalog-cards/project-post-card/project-post-card.component.ts", "TypeScript", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11
"/Users/emirhaneyidogan/Projeler/unilocked-website/src/app/site/discovery-catalog/discovery-catalog.component.html", "HTML", 0, 0, 131, 0, 0, 0, 0, 0, 0, 0, 6, 137
"/Users/emirhaneyidogan/Projeler/unilocked-website/src/app/site/discovery-catalog/discovery-catalog.component.scss", "SCSS", 0, 0, 0, 0, 83, 0, 0, 0, 0, 0, 4, 87
"/Users/emirhaneyidogan/Projeler/unilocked-website/src/app/site/discovery-catalog/discovery-catalog.component.spec.ts", "TypeScript", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 24
"/Users/emirhaneyidogan/Projeler/unilocked-website/src/app/site/discovery-catalog/discovery-catalog.component.ts", "TypeScript", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 29
"/Users/emirhaneyidogan/Projeler/unilocked-website/src/app/site/event-details/event-details.component.html", "HTML", 0, 0, 553, 0, 0, 0, 0, 0, 0, 0, 2, 555
"/Users/emirhaneyidogan/Projeler/unilocked-website/src/app/site/event-details/event-details.component.scss", "SCSS", 0, 0, 0, 0, 653, 0, 0, 0, 0, 2, 75, 730
"/Users/emirhaneyidogan/Projeler/unilocked-website/src/app/site/event-details/event-details.component.spec.ts", "TypeScript", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 24
"/Users/emirhaneyidogan/Projeler/unilocked-website/src/app/site/event-details/event-details.component.ts", "TypeScript", 204, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 224
"/Users/emirhaneyidogan/Projeler/unilocked-website/src/app/site/events/events-extended/events-extended.component.html", "HTML", 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 5, 64
"/Users/emirhaneyidogan/Projeler/unilocked-website/src/app/site/events/events-extended/events-extended.component.scss", "SCSS", 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 13, 68
"/Users/emirhaneyidogan/Projeler/unilocked-website/src/app/site/events/events-extended/events-extended.component.spec.ts", "TypeScript", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 24
"/Users/emirhaneyidogan/Projeler/unilocked-website/src/app/site/events/events-extended/events-extended.component.ts", "TypeScript", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11
"/Users/emirhaneyidogan/Projeler/unilocked-website/src/app/site/events/events.component.html", "HTML", 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 10, 94
"/Users/emirhaneyidogan/Projeler/unilocked-website/src/app/site/events/events.component.scss", "SCSS", 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 13, 62
"/Users/emirhaneyidogan/Projeler/unilocked-website/src/app/site/events/events.component.spec.ts", "TypeScript", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 24
"/Users/emirhaneyidogan/Projeler/unilocked-website/src/app/site/events/events.component.ts", "TypeScript", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 35
"/Users/emirhaneyidogan/Projeler/unilocked-website/src/app/site/explore/explore.component.html", "HTML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/emirhaneyidogan/Projeler/unilocked-website/src/app/site/explore/explore.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/emirhaneyidogan/Projeler/unilocked-website/src/app/site/explore/explore.component.spec.ts", "TypeScript", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 24
"/Users/emirhaneyidogan/Projeler/unilocked-website/src/app/site/explore/explore.component.ts", "TypeScript", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 16
"/Users/emirhaneyidogan/Projeler/unilocked-website/src/app/site/friends/friends.component.html", "HTML", 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 1, 101
"/Users/emirhaneyidogan/Projeler/unilocked-website/src/app/site/friends/friends.component.scss", "SCSS", 0, 0, 0, 0, 88, 0, 0, 0, 0, 0, 17, 105
"/Users/emirhaneyidogan/Projeler/unilocked-website/src/app/site/friends/friends.component.spec.ts", "TypeScript", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 24
"/Users/emirhaneyidogan/Projeler/unilocked-website/src/app/site/friends/friends.component.ts", "TypeScript", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 31
"/Users/emirhaneyidogan/Projeler/unilocked-website/src/app/site/homepage/homepage.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/emirhaneyidogan/Projeler/unilocked-website/src/app/site/homepage/homepage.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/emirhaneyidogan/Projeler/unilocked-website/src/app/site/homepage/homepage.component.spec.ts", "TypeScript", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 24
"/Users/emirhaneyidogan/Projeler/unilocked-website/src/app/site/homepage/homepage.component.ts", "TypeScript", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 19
"/Users/emirhaneyidogan/Projeler/unilocked-website/src/app/site/job-posting/job-posting.component.html", "HTML", 0, 0, 255, 0, 0, 0, 0, 0, 0, 0, 3, 258
"/Users/emirhaneyidogan/Projeler/unilocked-website/src/app/site/job-posting/job-posting.component.scss", "SCSS", 0, 0, 0, 0, 260, 0, 0, 0, 0, 0, 30, 290
"/Users/emirhaneyidogan/Projeler/unilocked-website/src/app/site/job-posting/job-posting.component.spec.ts", "TypeScript", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 24
"/Users/emirhaneyidogan/Projeler/unilocked-website/src/app/site/job-posting/job-posting.component.ts", "TypeScript", 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 102
"/Users/emirhaneyidogan/Projeler/unilocked-website/src/app/site/main-home/guest-home/animated-counter.directive.spec.ts", "TypeScript", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"/Users/emirhaneyidogan/Projeler/unilocked-website/src/app/site/main-home/guest-home/animated-counter.directive.ts", "TypeScript", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 33
"/Users/emirhaneyidogan/Projeler/unilocked-website/src/app/site/main-home/guest-home/guest-home.component.html", "HTML", 0, 0, 609, 0, 0, 0, 0, 0, 0, 0, 5, 614
"/Users/emirhaneyidogan/Projeler/unilocked-website/src/app/site/main-home/guest-home/guest-home.component.scss", "SCSS", 0, 0, 0, 0, 746, 0, 0, 0, 0, 2, 81, 829
"/Users/emirhaneyidogan/Projeler/unilocked-website/src/app/site/main-home/guest-home/guest-home.component.spec.ts", "TypeScript", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 28
"/Users/emirhaneyidogan/Projeler/unilocked-website/src/app/site/main-home/guest-home/guest-home.component.ts", "TypeScript", 25, 0, 0, 0, 0, 0, 0, 0, 0, 54, 23, 102
"/Users/emirhaneyidogan/Projeler/unilocked-website/src/app/site/main-home/guest-home/home-partners/home-partners.component.html", "HTML", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 1, 31
"/Users/emirhaneyidogan/Projeler/unilocked-website/src/app/site/main-home/guest-home/home-partners/home-partners.component.scss", "SCSS", 0, 0, 0, 0, 81, 0, 0, 0, 0, 0, 13, 94
"/Users/emirhaneyidogan/Projeler/unilocked-website/src/app/site/main-home/guest-home/home-partners/home-partners.component.spec.ts", "TypeScript", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 24
"/Users/emirhaneyidogan/Projeler/unilocked-website/src/app/site/main-home/guest-home/home-partners/home-partners.component.ts", "TypeScript", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11
"/Users/emirhaneyidogan/Projeler/unilocked-website/src/app/site/main-home/guest-home/planet-left/planet-left.component.html", "HTML", 0, 0, 268, 0, 0, 0, 0, 0, 0, 0, 2, 270
"/Users/emirhaneyidogan/Projeler/unilocked-website/src/app/site/main-home/guest-home/planet-left/planet-left.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/emirhaneyidogan/Projeler/unilocked-website/src/app/site/main-home/guest-home/planet-left/planet-left.component.spec.ts", "TypeScript", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 24
